name,club,league,nation,playstyle,global_score,stats_pace,stats_shooting,stats_passing,stats_dribbling,stats_defending,stats_physicality,price,position,player_type,is_icon,is_hero
Paul Mullin,1947,60,14,Acrobatic,90,90,90,84,88,52,90,54500,ST,Grassroot Greats,False,False
Ridle Baku,175,19,21,,77,82,72,73,81,71,76,550,RB,Normal,False,False
Philip Billing,1943,13,13,,77,50,77,73,73,72,80,1000,CM,Normal,False,False
Viktor Tsygankov,110062,53,49,,83,85,80,81,82,46,62,900,RM,Normal,False,False
Alexsandro de Souza Ribeiro,65,16,54,Anticipate,90,83,39,73,79,91,91,28000,CB,Fantasy FC,False,False
Nwankwo Kanu,114605,13,133,,86,79,85,81,87,40,75,12750,ST,Base Hero,False,True
Raphael Dias Belloli,241,53,54,,84,91,79,78,86,53,73,2500,RW,Normal,False,False
Nicolò Zaniolo,115845,31,27,,78,75,76,74,76,60,83,350,RM,Normal,False,False
Francisca Ramos Nazareth Sousa,241,2222,38,,79,79,76,75,80,55,66,350,CAM,Normal,False,False
Jonathan Burkardt,169,19,21,,81,83,80,73,84,49,82,17500,ST,IF,False,False
Alexis Saelemaekers,52,31,7,,78,80,67,75,81,64,64,350,LM,Normal,False,False
Ashley Cole,112658,2118,14,Jockey,86,87,65,79,80,84,77,80500,LB,Icon,True,False
Rúben Diogo da Silva Neves,605,350,38,,84,57,75,86,77,77,77,1200,CDM,Normal,False,False
Nicolas Jackson,5,13,136,,79,83,78,65,80,40,73,650,ST,Normal,False,False
Serhou Guirassy,22,19,118,Chip+Shot,84,69,86,71,80,39,79,1300,ST,Normal,False,False
Alex Scott,114605,2216,14,,85,86,70,79,78,84,80,12750,RB,Base Hero,False,True
Paulo Jorge dos Santos Futre,114605,53,38,Technical,88,93,81,80,93,37,58,40000,LW,Base Hero,False,True
Cody Gakpo,9,13,34,,83,82,83,78,83,48,75,900,ST,Normal,False,False
Jacob Murphy,13,13,14,First+Touch,90,93,86,87,90,75,83,107750,RW,ShowDown SBC,False,False
Nick Pope,13,13,14,,83,82,82,75,85,49,82,1400,GK,Normal,False,False
Leandro Paredes,52,31,52,,78,62,64,83,78,71,77,650,CM,Normal,False,False
Cascarino,116312,2221,18,,84,93,74,80,88,38,57,1500,RM,normal,False,False
Trinity Rodman,116304,2221,95,,84,94,82,78,83,43,83,2100,RM,Normal,False,False
Luis Suárez,112893,39,60,,82,64,85,78,77,41,75,650,ST,Normal,False,False
Marc-André ter Stegen,241,53,21,Footwork,89,86,85,89,91,47,86,19750,GK,Normal,False,False
Ada Hegerberg,66,2218,36,,89,74,89,77,86,39,79,19250,ST,Normal,False,False
Javier Zanetti,112658,2118,52,Rapid,87,88,65,87,85,83,75,336850,RB,On This Day SBC,False,False
Fernando Morientes Sánchez,114605,53,45,Aerial,89,84,90,77,83,45,86,20000,ST,Base Hero,False,True
Ricardo Izecson dos Santos Leite,112658,2118,54,Rapid,89,89,84,86,90,43,71,91000,CAM,Icon,True,False
Hugo Sánchez,112658,2118,83,Acrobatic,89,89,90,78,88,41,72,70000,ST,Icon,True,False
Rudi Völler,114605,19,21,Chip+Shot,89,89,90,76,86,47,85,21250,ST,Base Hero,False,True
Jean-Pierre Papin,114605,16,18,Power+Shot,89,83,93,73,83,44,76,22250,ST,Base Hero,False,True
David Ginola,114605,16,18,Technical,89,90,88,87,91,55,84,281000,LM,Base Hero,False,True
Peter Schmeichel,112658,2118,13,Far+Throw,89,89,84,86,91,47,87,83000,GK,Icon,True,False
Jürgen Kohler,114605,19,21,Block,89,71,51,63,62,91,90,20500,CB,Base Hero,False,True
Jérémy Doku,10,13,7,Rapid,80,92,72,73,86,30,68,700,LW,Normal,False,False
Rayan Cherki,66,16,18,Flair,85,80,83,86,94,32,74,12750,RW,TOTW,False,False
Claudia Pina Medina,241,2222,45,,83,73,83,82,84,45,69,900,LW,Normal,False,False
Julian Brandt,22,19,21,Tiki+Taka,85,71,79,85,86,50,70,2600,CAM,Normal,False,False
Gleison Bremer Silva Nascimento,45,31,54,,86,82,50,58,66,86,85,7000,CB,Normal,False,False
Luka Modric,243,53,10,Trivela,88,83,84,90,89,74,70,14500,CDM,TOTW,False,False
Michael Laudrup,112658,2118,13,Trickster,88,84,80,88,90,40,63,69000,CAM,Icon,True,False
Pavel Nedved,112658,2118,12,Power+Shot,89,86,85,88,89,60,78,104000,LM,Squad Found. C.L.,False,False
Edwin van der Sar,112658,2118,34,Rush+Out,88,84,87,79,86,39,92,129000,GK,Icon,True,False
Theo Hernández,131681,31,18,Bruiser,87,95,76,78,84,81,89,247000,LB,Normal,False,False
Bixente Lizarazu,114605,19,18,Slide+Tackle,88,87,59,80,82,83,82,26750,LB,Base Hero,False,True
Karim Benzema,607,350,18,,86,77,85,81,84,38,77,5400,ST,Normal,False,False
Nathan Aké,10,13,34,,84,76,53,72,75,84,77,1200,CB,Normal,False,False
Gabriel Fernando de Jesus,1,13,54,,82,83,80,75,88,39,77,700,ST,Normal,False,False
Wout Weghorst,245,10,34,Power+Header,89,88,89,71,89,68,94,21250,ST,FC Pro,False,False
Fábio Leandro Carvalho,1925,13,38,Pinged+Pass,89,92,85,85,92,58,66,24500,CAM,FC Pro,False,False
Jules Koundé,241,53,18,Jockey,85,84,45,70,75,86,80,5400,RB,Normal,False,False
John Barnes,112658,2118,14,Technical,87,89,85,83,89,44,83,70000,LW,Icon,True,False
Ian Rush,112658,2118,50,First+Touch,87,84,89,69,83,43,78,70000,ST,Icon,True,False
Alexander Isak,13,13,46,,85,85,84,73,86,39,74,2700,ST,Normal,False,False
Gregor Kobel,22,19,47,Rush+Out,88,87,86,73,89,44,87,14250,GK,Normal,False,False
Steven Gerrard,112658,2118,14,Power+Shot,88,78,88,88,83,75,82,71500,CM,Icon,True,False
Ousmane Dembélé,73,16,18,Rapid,86,92,75,82,88,41,57,7000,RW,Normal,False,False
Débora C. de Oliveira,116309,2221,54,Trickster,88,84,81,87,91,46,68,14750,CAM,Normal,False,False
Leroy Sané,21,19,21,,85,90,83,80,86,37,70,2600,RM,Normal,False,False
Pedro Antonio Porro Sauceda,18,13,45,,83,82,73,80,81,78,77,900,RB,Normal,False,False
Ademola Lookman,115845,31,133,,82,84,81,71,86,31,66,750,ST,Normal,False,False
Salem Al Dawsari,605,350,183,,80,85,75,72,84,52,80,650,LM,Normal,False,False
Alexandre Lacazette,66,16,18,,82,70,84,76,83,44,75,650,ST,Normal,False,False
Rose Lavelle,116310,2221,95,Pinged+Pass,87,86,79,84,87,45,63,9000,CAM,Normal,False,False
Gheorghe Hagi,112658,2118,39,Power+Shot,88,82,86,88,88,41,64,70000,CAM,Icon,True,False
Antonio Di Natale,114605,31,27,Trivela,89,91,92,89,92,48,72,105000,LW,Winter Wildcard Hero,False,True
Javier Mascherano,114605,53,52,Slide+Tackle,88,76,55,76,75,89,86,16500,CB,Base Hero,False,True
Diego Forlán,114605,53,60,Power+Shot,88,86,90,79,85,55,76,18250,ST,Base Hero,False,True
Bernardo Mota Carvalho e Silva,10,13,38,Technical,88,75,78,86,92,71,69,14250,CM,Normal,False,False
Beth Mead,1,2216,14,,88,82,84,84,88,67,73,13750,RW,Normal,False,False
Andriy Shevchenko,112658,2118,49,Power+Shot,88,86,90,71,85,35,73,70000,ST,Icon,True,False
Vítor Machado Ferreira,73,16,38,Tiki+Taka,85,72,77,84,87,73,68,2700,CM,Normal,False,False
Diego Milito,114605,31,52,Chip+Shot,88,83,89,75,84,43,80,14500,ST,Base Hero,False,True
Robert Pirès,112658,2118,18,Finesse+Shot,87,86,79,84,86,38,64,69500,LM,Icon,True,False
Jonathan Tah,32,19,21,,86,71,38,60,62,86,84,5200,CB,Normal,False,False
Dušan Vlahovic,45,31,51,Finesse+Shot,89,88,90,77,86,34,90,21250,ST,NumeroFUT,False,False
Billy Gilmour,48,31,42,Long+Ball+Pass,89,84,74,90,87,86,82,21250,CDM,NumeroFUT,False,False
Quinten Timber,246,10,34,,79,77,76,75,79,75,81,700,CM,Normal,False,False
Jessica Naz,18,2216,14,Technical,89,90,88,82,89,57,80,24000,RM,NumeroFUT,False,False
Waldemar Anton,22,19,21,,81,69,46,65,67,81,83,650,CB,Normal,False,False
Yan Bueno Couto,22,19,54,,80,85,61,76,81,72,64,650,RM,Normal,False,False
Denzel Dumfries,131682,31,34,,82,83,66,73,74,78,88,650,RB,Normal,False,False
Giulia Gwinn,21,2215,21,,83,82,61,77,84,80,69,900,RB,Normal,False,False
Mike Maignan,131681,31,18,Deflector,87,84,83,85,88,64,84,9300,GK,Normal,False,False
Pedro González López,241,53,45,Incisive+Pass,86,77,69,82,88,70,74,5300,CM,Normal,False,False
Romeo Lavia,5,13,7,Bruiser,89,86,70,85,89,87,88,114000,CDM,Future Stars,False,False
Kenneth Taylor,245,10,34,,85,85,81,85,84,74,80,17400,CM,ShowDown SBC,False,False
Miguel Gutiérrez Ortega,110062,53,45,,80,81,64,76,80,75,72,350,LB,Normal,False,False
Henrik Larsson,112658,2118,46,Chip+Shot,86,87,86,73,82,45,71,69500,ST,Icon,True,False
Hugo Ekitike,1824,19,18,,83,91,83,70,84,32,75,24000,ST,IF,False,False
Julie Dufour,116311,2221,18,,81,86,76,78,82,51,61,650,LM,normal,False,False
Mason Mount,11,13,14,,78,70,77,81,79,61,65,400,CM,Normal,False,False
Rosemonde Kouassi,116304,2221,108,Quick+Step,80,94,80,71,80,37,69,650,RM,Normal,False,False
Aleksandar Pavlovic,21,19,21,Intercept,89,87,80,90,89,87,85,194000,CDM,Future Stars,False,False
Milos Kerkez,1943,13,23,,86,91,65,81,84,81,82,30000,LB,IF,False,False
Petr Cech,112658,2118,12,Far+Throw,89,88,86,80,90,55,91,200000,GK,Future Stars Icon,True,False
Sánchez,55,31,55,,80,70,81,79,84,48,66,700,ST,normal,False,False
Santiago Giménez,246,10,83,,79,79,80,70,76,49,75,350,ST,Normal,False,False
Piero Hincapié,32,19,57,,81,78,40,64,72,81,80,650,CB,Normal,False,False
Pickett,116307,2221,95,Intercept,89,92,63,85,82,89,83,29250,LB,Grassroot Greats,False,False
Lynn Williams,116310,2221,95,,83,92,82,76,82,53,75,900,LW,Normal,False,False
Riyad Mahrez,112387,350,97,,85,79,81,81,88,39,62,2600,RM,Normal,False,False
Chris Führich,36,19,21,,79,83,69,72,85,51,59,350,LM,Normal,False,False
Jonathan David,65,16,70,,81,82,81,71,78,34,75,650,ST,Normal,False,False
Tim Cahill,114605,13,195,Power+Header,85,80,85,76,81,62,86,12500,ST,Base Hero,False,True
Athenea del Castillo,243,2222,45,,82,85,78,75,83,24,72,750,RW,Normal,False,False
Ederson Santana de Moraes,10,13,54,Long+Ball+Pass,88,87,82,91,87,64,86,14000,GK,Normal,False,False
Ðorde Petrovic,76,16,51,Deflector,84,85,84,80,86,47,83,15750,GK,TOTW,False,False
Mathys Tel,18,13,18,First+Touch,89,95,93,80,90,42,80,47250,ST,Fantasy FC,False,False
José Manuel Reina Páez,1745,31,45,Cross+Claimer,89,89,90,84,87,55,87,20500,GK,FUT Birthday,False,False
Stanislav Lobotka,48,31,43,,82,72,69,80,81,75,75,600,CM,Normal,False,False
Lotte Wubben-Moy,1,2216,14,,81,58,42,62,65,83,76,1300,CB,Normal,False,False
Martín Zubimendi Ibáñez,457,53,45,,81,64,67,75,77,78,71,1500,CDM,Normal,False,False
Mohammed Noor,114605,350,183,Press+Proven,85,80,83,83,84,64,80,12500,CAM,Base Hero,False,True
Jan Oblak,240,53,44,Far+Reach,88,85,90,78,87,46,86,14000,GK,Normal,False,False
Marie Katoto,73,2218,18,Power+Header,88,85,87,77,84,39,74,14000,ST,Normal,False,False
Paul Scholes,112658,2118,14,Incisive+Pass,88,74,86,89,78,62,80,70000,CM,Icon,True,False
Michael Owen,112658,2118,14,Chip+Shot,88,89,88,69,87,35,66,70500,ST,Icon,True,False
Pavel Nedvěd,112658,2118,12,Power+Shot,88,84,84,86,87,58,77,69000,LM,Icon,True,False
Rafael Márquez,114605,53,83,Slide+Tackle,88,74,65,75,74,90,88,18250,CB,Base Hero,False,True
Petr Čech,112658,2118,12,Deflector,88,86,85,76,88,54,90,79500,GK,Icon,True,False
Nadine Keßler,114605,2215,21,Incisive+Pass,88,81,85,88,86,78,77,17750,CM,Base Hero,False,True
Laurent Blanc,112658,2118,18,Anticipate,88,78,67,68,76,90,85,114000,CB,Icon,True,False
Miroslav Klose,112658,2118,21,Aerial,88,86,87,73,80,40,79,71000,ST,Icon,True,False
Noa Lang,247,10,34,,79,82,75,72,84,50,70,650,LW,Normal,False,False
Stephen Antunes Eustáquio,236,308,70,,88,83,80,88,85,86,86,22250,CDM,Europa League,False,False
Robin Koch,1824,19,21,,79,65,38,61,65,80,76,350,CB,Normal,False,False
Nathalie Björn,5,2216,46,,78,77,40,71,65,79,78,650,CB,Normal,False,False
Folarin Balogun,69,16,95,,77,84,77,62,77,23,69,500,ST,Normal,False,False
Pierre Lees-Melou,378,16,18,,79,62,72,78,77,73,76,350,CDM,Normal,False,False
Malo Gusto,5,13,18,,80,88,49,75,78,73,75,650,RB,Normal,False,False
Lia Wälti,1,2216,47,,83,80,62,77,83,81,76,900,CDM,Normal,False,False
Georginio Rutter,1808,13,18,,88,88,80,82,87,50,82,238750,CAM,Total Rush SBC,False,False
Lieke Martens van Leer,73,2218,34,,83,73,83,82,87,44,71,900,LW,Normal,False,False
Alessandro Bastoni,131682,31,27,Intercept,87,75,43,75,76,87,83,9500,CB,Normal,False,False
Gabriel dos S. Magalhães,1,13,54,Bruiser,86,69,41,63,61,86,82,5000,CB,Normal,False,False
Christine Sinclair,111140,2221,70,,83,65,86,83,81,44,82,2100,ST,Normal,False,False
Hernán Crespo,112658,2118,52,Power+Header,86,86,86,70,85,36,70,68000,ST,Icon,True,False
Juan Sebastián Verón,112658,2118,52,Incisive+Pass,86,75,81,86,81,73,81,70000,CM,Icon,True,False
DaMarcus Beasley,114605,39,95,Rapid,85,91,77,79,86,73,74,14000,LM,Base Hero,False,True
Harry Kewell,114605,13,195,Power+Shot,87,90,85,88,88,52,69,15750,LW,Base Hero,False,True
Iván Córdoba,114605,31,56,Aerial,87,86,63,65,68,90,87,59000,CB,Base Hero,False,True
Sofyan Amrabat,326,68,129,,78,65,69,73,75,74,80,350,CDM,Normal,False,False
Alex Oxlade-Chamberlain,327,68,14,,78,78,75,77,81,67,72,400,CM,Normal,False,False
Igor Silva de Almeida,217,17,54,,88,91,71,83,89,86,83,20000,RB,FC Pro,False,False
Hassan Tombakti,605,350,183,,88,91,49,73,79,86,88,33500,CB,FC Pro,False,False
Ramon Hendriks,36,19,34,,88,86,39,77,80,88,86,54200,CB,FC Pro SBC,False,False
Carlos Henrique Venancio Casimiro,11,13,54,,84,38,74,77,69,82,82,1300,CDM,Normal,False,False
Unai Simón Mendibil,448,53,45,,86,85,81,78,86,49,85,5600,GK,Normal,False,False
Robert Andrich,32,19,21,,83,54,77,76,73,83,83,900,CDM,Normal,False,False
Alex Greenwood,10,2216,14,Block,84,71,65,80,74,85,82,1300,CB,Normal,False,False
Gennaro Gattuso,112658,2118,27,Relentless,86,73,62,69,70,88,87,70000,CDM,Icon,True,False
Edinson Cavani,1877,1014,60,,77,52,80,68,71,51,71,650,ST,Normal,False,False
Tijjani Reijnders,131681,31,34,,82,80,76,80,84,73,74,650,CM,Normal,False,False
Svenja Huth,175,2215,21,,85,82,71,82,85,52,68,2600,RM,Normal,False,False
Moise Kean,110374,31,27,,78,84,76,58,76,40,75,350,ST,Normal,False,False
Sandro Tonali,13,13,27,,85,84,74,81,81,82,82,2700,CDM,Normal,False,False
Eugénie Le Sommer,66,2218,18,,85,70,85,79,85,43,74,2600,ST,Normal,False,False
Rui Manuel César Costa,114605,31,38,,87,83,80,87,85,43,76,12250,CAM,Base Hero,False,True
Sávio Moreira de Oliveira,10,13,54,,82,88,72,77,84,30,53,550,LW,Normal,False,False
Douglas Luiz Soares de Paulo,45,31,54,,83,66,78,85,80,75,76,900,CM,Normal,False,False
Oscar dos Santos Emboaba,112540,2012,54,,78,77,76,78,80,60,68,3100,CAM,Normal,False,False
Yuki Nagasato,116306,2221,163,,83,79,80,81,85,66,73,900,CM,Normal,False,False
Yannick Carrasco,111674,350,7,,83,88,81,80,85,59,67,900,LW,Normal,False,False
Matthijs de Ligt,11,13,34,,84,62,61,63,67,85,83,1200,CB,Normal,False,False
Brahim Díaz,243,53,129,,82,85,74,78,85,31,56,750,CAM,Normal,False,False
Mauro Icardi,325,68,52,Chip+Shot,83,68,83,71,76,40,75,900,ST,Normal,False,False
Daniel Parejo Muñoz,483,53,45,Dead+Ball,83,52,80,88,78,74,69,900,CM,Normal,False,False
Malik Tillman,247,10,95,Technical,88,88,81,83,90,73,83,20500,CAM,Winter Wildcards,False,False
Dominique Janssen,11,2216,34,,84,78,59,75,75,83,83,1500,CB,Normal,False,False
Nuno Alexandre Tavares Mendes,73,16,38,,83,89,58,76,82,78,76,900,LB,Normal,False,False
Claude Makélélé,112658,2118,18,Block,87,81,48,76,78,86,86,73000,CDM,Icon,True,False
Jesús Navas González,481,53,45,,86,90,74,85,86,82,75,28250,RB,FUT Centurions,False,False
Kobbie Mainoo,11,13,14,,77,74,66,74,81,73,72,350,CDM,Normal,False,False
Ole Gunnar Solskjær,114605,13,36,Finesse+Shot,86,85,88,75,84,45,66,13000,ST,Base Hero,False,True
Steve McManaman,114605,13,14,,87,89,77,84,87,46,77,13250,RM,Base Hero,False,True
Alexander Sørloth,240,53,36,,82,79,82,70,76,36,85,650,ST,Normal,False,False
Mata García,112427,351,45,Trickster,88,85,86,88,99,52,60,19500,CAM,Winter Wildcards,False,False
Jarrod Bowen,19,13,14,,82,77,81,76,81,46,70,650,RM,Normal,False,False
Loïs Openda,112172,19,7,,85,93,84,69,81,31,79,2900,ST,Normal,False,False
De Gea Quintana,110374,31,45,,84,84,75,68,86,46,83,1300,GK,normal,False,False
Danilo Luiz da Silva,45,31,54,,82,76,67,74,74,84,77,800,CB,Normal,False,False
Aymeric Laporte,112139,350,45,,83,55,50,74,70,85,76,900,CB,Normal,False,False
Nemanja Vidic,112658,2118,51,Block,88,80,50,63,64,91,90,80000,CB,Winter Wildcard ICON,True,False
Jorge Campos,114605,39,83,Cross+Claimer,87,93,83,81,90,84,80,17000,GK,Base Hero,False,True
Freddie Ljungberg,114605,13,46,Rapid,86,87,81,82,86,45,77,12250,LM,Base Hero,False,True
James Maddison,18,13,14,,85,71,81,86,86,54,63,2700,CAM,Normal,False,False
Millie Bright,5,2216,14,Bruiser,85,57,50,69,58,86,87,2600,CB,Normal,False,False
Luuk de Jong,247,10,34,Power+Header,81,44,80,73,73,57,80,650,ST,Normal,False,False
Jess Fishlock,116300,2221,50,,83,75,81,80,82,74,72,900,CM,Normal,False,False
Jorrel Hato,245,10,34,Block,87,92,55,82,86,86,82,14250,LB,SIF,False,False
Dante Bonfim Costa Santos,72,16,54,,79,32,52,69,65,81,79,350,CB,Normal,False,False
Romelu Lukaku,48,31,7,,82,79,82,73,74,38,82,650,ST,Normal,False,False
Sadio Mané,112139,350,136,,84,83,81,78,86,44,75,1200,LM,Normal,False,False
Angelo Stiller,36,19,21,,78,58,57,78,78,73,69,350,CDM,Normal,False,False
Hina Sugita,111140,2221,163,,83,73,79,82,83,73,67,900,CM,Normal,False,False
Becky Sauerbrunn,111140,2221,95,,85,61,44,61,69,87,83,8000,CB,Normal,False,False
Leah Galton,11,2216,14,,83,73,82,82,82,62,79,900,LM,Normal,False,False
Vanderson de Oliveira Campos,69,16,54,Technical,88,90,73,80,88,86,82,46000,RB,NumeroFUT,False,False
Kingsley Coman,21,19,18,Rapid,84,89,75,79,87,30,62,1300,LM,Normal,False,False
Kyra Cooney-Cross,1,2216,195,Long+Ball+Pass,88,88,87,89,87,83,85,18750,CDM,Future Stars,False,False
Giorgio Scalvini,115845,31,27,,78,55,35,57,61,80,73,350,CB,Normal,False,False
João Victor Gomes da Silva,110,13,54,,78,70,65,72,74,76,75,350,CDM,Normal,False,False
Conor Bradley,9,13,35,Relentless,88,93,72,80,87,84,85,45000,RB,Future Stars,False,False
Lucas Chevalier,65,16,18,,80,80,79,72,83,45,78,650,GK,Normal,False,False
Ivan Ilic,54,31,51,Anticipate,88,85,86,88,89,84,85,30500,CM,Future Stars,False,False
André-Franck Zambo Anguissa,48,31,103,,80,75,67,71,76,77,88,650,CDM,Normal,False,False
Justin Kluivert,1943,13,34,,83,92,83,81,87,48,72,16750,CAM,IF,False,False
Abdukodir Khusanov,10,13,191,Intercept,88,87,55,76,77,88,89,39000,CB,Future Stars,False,False
Murillo Costa dos Santos,14,13,54,,78,72,43,61,67,78,82,350,CB,Normal,False,False
Catalina Thomas Coll Lluch,241,2222,45,,83,81,80,75,89,53,82,900,GK,Normal,False,False
Oriane Jean-François,5,2216,18,,79,71,67,71,72,79,74,650,CDM,Normal,False,False
Jess Park,10,2216,14,,79,84,70,71,83,41,58,350,RW,Normal,False,False
Ona Batlle Pascual,241,2222,45,,85,80,50,78,80,80,71,4000,LB,Normal,False,False
Guglielmo Vicario,18,13,27,,84,84,80,79,87,52,84,1400,GK,Normal,False,False
Rachel Daly,2,2216,14,,85,77,85,76,82,64,76,2700,ST,Normal,False,False
Pelly-Ruddock Mpanzu,1797,60,110,Bruiser,88,92,80,85,88,86,91,16500,CM,Grassroot Greats,False,False
Hakan Çalhanoglu,131682,31,48,Incisive+Pass,87,73,81,88,87,80,78,20000,CDM,TOTW,False,False
Giovanni Di Lorenzo,48,31,27,,82,83,67,73,76,79,80,650,RB,Normal,False,False
Moïse Bombito,72,16,70,,84,94,57,67,75,80,84,41250,CB,Track Stars,False,False
Fran Kirby,1808,2216,14,,84,86,83,78,88,42,59,1300,CAM,Normal,False,False
Lineth Beerensteyn,175,2215,34,,83,89,80,72,86,52,75,900,LW,Normal,False,False
Célina Ould Hocine,111817,2218,18,Intercept,88,83,65,87,82,89,87,14750,CB,Fantasy FC,False,False
Oihan Sancet Tirapu,448,53,45,,82,73,77,80,84,70,82,650,CAM,Normal,False,False
Fermín López Marín,241,53,45,Incisive+Pass,86,87,86,82,90,75,70,19000,CAM,TOTW,False,False
Evann Guessand,72,16,108,,83,92,84,67,83,37,82,16500,RM,TOTW,False,False
Janou Levels,32,2215,34,Intercept,86,92,50,80,83,82,71,15750,LB,IF,False,False
Gift Monday,116332,2222,133,Finesse+Shot,86,95,83,80,87,77,86,21750,ST,TOTW,False,False
Jule Brand,175,2215,21,,81,91,73,74,81,56,72,650,LW,Normal,False,False
Arthur Theate,1824,19,7,Aerial,88,85,60,71,74,90,92,36350,CB,Fantasy FC,False,False
Christopher Nkunku,5,13,18,,84,81,81,81,86,60,67,2000,CAM,Normal,False,False
Melvine Malard,11,2216,18,,82,81,80,78,84,41,66,650,LW,Normal,False,False
Granit Xhaka,32,19,47,Long+Ball+Pass,86,50,75,85,74,79,82,5100,CDM,Normal,False,False
Wilfried Singo,69,16,108,,79,77,57,70,73,77,83,650,CB,Normal,False,False
João Pedro Neves Filipe,78,50,38,Trivela,88,90,86,85,90,50,78,17750,LW,FUT Birthday,False,False
Marco Grüll,38,19,4,Relentless,88,96,87,82,88,50,85,18000,LM,FUT Birthday,False,False
Nicolas Raskin,86,50,7,Anticipate,88,84,76,87,88,86,88,17500,CM,FUT Birthday,False,False
Emily Sams,116307,2221,95,Aerial,88,85,57,83,82,89,88,17750,CB,FUT Birthday,False,False
Danny da Costa,169,19,21,Intercept,88,90,80,82,87,87,88,37950,RB,Flashback SBC,False,False
Callum Hudson-Odoi,14,13,14,,81,87,79,80,85,55,67,20750,LM,IF,False,False
Christian Pulisic,131681,31,95,,83,88,82,78,86,37,63,1100,RW,Normal,False,False
Amine Gouiri,219,16,97,,78,77,80,75,79,45,71,500,LM,normal,False,False
Antoine Semenyo,1943,13,117,Quick+Step,88,93,86,84,89,50,88,18000,RM,FUT Birthday,False,False
Géraldine Reuteler,1824,2215,47,,80,89,75,77,84,56,75,650,CM,Normal,False,False
Luciano Acosta,113149,39,52,,81,79,73,76,85,46,56,650,CAM,Normal,False,False
Steve Mandanda,74,16,18,,78,75,77,74,79,49,77,750,GK,Normal,False,False
Antonio Nusa,112172,19,36,Relentless,88,94,88,85,88,60,81,18000,LM,FUT Birthday,False,False
İlkay Gündoğan,10,13,21,First+Touch,87,62,83,85,87,74,73,8900,CM,Normal,False,False
Yann Sommer,131682,31,47,Far+Reach,87,83,84,85,89,50,86,8900,GK,Normal,False,False
Gianfranco Zola,112658,2118,27,Finesse+Shot,87,85,88,85,89,41,63,67500,CAM,Icon,True,False
Dimitar Berbatov,114605,13,9,First+Touch,87,80,85,81,87,34,74,12500,ST,Base Hero,False,True
Nemanja Vidić,112658,2118,51,Slide+Tackle,87,78,48,62,62,90,89,71000,CB,Icon,True,False
Frank Rijkaard,112658,2118,34,Intercept,87,77,73,80,77,87,86,89500,CDM,Icon,True,False
Davor Šuker,112658,2118,10,Trivela,87,83,89,79,88,43,75,70500,ST,Icon,True,False
Hidetoshi Nakata,114605,31,163,,87,85,84,85,86,62,65,13000,CAM,Base Hero,False,True
Tomas Brolin,114605,31,46,Technical,87,87,88,83,90,59,69,13750,ST,Base Hero,False,True
Giovani Lo Celso,449,53,52,,80,69,74,81,83,68,71,350,CAM,Normal,False,False
Ben Godfrey,115845,31,14,,87,85,55,72,73,83,85,41600,CB,Champions League SBC,False,False
Raphaël Varane,1745,31,18,,82,73,49,64,69,83,77,4600,CB,Normal,False,False
Khéphren Thuram,45,31,18,,78,71,71,77,78,76,78,650,CM,Normal,False,False
Leah Williamson,1,2216,14,,85,74,45,73,72,86,76,3200,CB,Normal,False,False
Raphaël Guerreiro,21,19,38,Tiki+Taka,82,63,78,85,88,76,56,650,LB,Normal,False,False
Iago Aspas Juncal,450,53,45,Chip+Shot,84,81,86,79,86,35,65,1300,ST,Normal,False,False
Lauren Hemp,10,2216,14,,86,90,76,84,87,63,70,5200,LW,Normal,False,False
Georgia Stanway,21,2215,14,,84,80,78,80,86,76,75,1300,CDM,Normal,False,False
Grace Geyoro,73,2218,18,Relentless,86,79,72,82,83,83,79,6300,CM,Normal,False,False
Luis Díaz,9,13,56,,84,90,80,75,87,39,75,2100,LW,Normal,False,False
Lea Schüller,21,2215,21,,86,87,83,70,82,33,74,5200,ST,Normal,False,False
Gianluca Zambrotta,112658,2118,27,Relentless,86,87,69,80,81,84,82,127000,RB,Icon,True,False
Kelley O'Hara,116310,2221,95,,80,83,56,72,75,78,73,4300,RB,Normal,False,False
Mateo Retegui,115845,31,27,,84,83,86,75,80,44,85,18000,ST,IF,False,False
Mayra Ramírez,5,2216,56,,83,90,83,75,85,33,86,900,ST,Normal,False,False
Landon Donovan,114605,39,95,,86,89,86,81,85,46,70,13000,CAM,Base Hero,False,True
Ludovic Giuly,114605,16,18,Flair,86,88,83,81,85,49,58,12750,RM,Base Hero,False,True
Pierre-Emerick Aubameyang,112391,350,115,,82,84,83,72,78,35,63,650,ST,Normal,False,False
Angelina Alonso Costantino,116307,2221,54,Technical,87,86,80,87,88,82,83,28850,CM,ShowDown SBC,False,False
Dante Vanzeir,689,39,7,,87,90,85,78,87,45,80,10550,ST,ShowDown SBC,False,False
Emil Forsberg,689,39,46,,79,65,72,81,81,36,61,350,CAM,Normal,False,False
Ferdi Kadioglu,1808,13,48,,87,92,73,81,91,83,82,105000,LB,FC Pro,False,False
Sam Morsy,94,13,111,,87,79,71,83,81,86,90,17000,CDM,FC Pro,False,False
Anderson Souza Conceição,326,68,54,,82,79,84,78,83,53,75,650,RM,normal,False,False
Clara Mateo,111817,2218,18,,85,84,83,80,84,59,73,2700,RM,Normal,False,False
Ramy Bensebaini,22,19,97,,78,75,70,70,75,78,77,350,LB,Normal,False,False
