name,club,league,nation,playstyle,global_score,stats_pace,stats_shooting,stats_passing,stats_dribbling,stats_defending,stats_physicality,price,position,player_type,is_icon,is_hero
Marco Sportiello,131681,31,27,,77,76,74,75,77,44,80,350,GK,Normal,False,False
Jeremiah St. Juste,237,308,34,,77,93,58,66,77,78,73,600,CB,Normal,False,False
Anton Stach,10029,19,21,,77,73,68,74,72,77,80,600,CM,Normal,False,False
Nicolae Stanciu,113217,350,39,,77,76,73,79,79,62,70,600,CM,Normal,False,False
Josip Stanišić,21,19,10,,77,73,44,65,69,78,74,350,RB,Normal,False,False
Sandra Starke,112172,2215,21,,77,82,74,67,79,48,69,350,ST,Normal,False,False
Calvin Stengs,246,10,34,,77,71,69,78,78,54,66,350,CAM,Normal,False,False
Kevin Stöger,23,19,4,,77,57,71,81,77,64,62,350,CAM,Normal,False,False
Michel Aebischer,189,31,47,,76,66,67,74,75,74,74,350,CM,Normal,False,False
Kristoffer Ajer,1925,13,36,,76,64,56,63,70,74,82,350,CB,Normal,False,False
Maghnes Akliouche,69,16,18,,76,74,68,75,80,48,59,500,RM,Normal,False,False
Chuba Akpom,245,10,14,,76,77,75,59,71,32,74,1100,ST,Normal,False,False
Rodrigo Aliendro,1876,1003,52,,76,70,70,74,79,72,77,2800,CDM,Normal,False,False
Stephen Antunes Eustáquio,236,308,70,,76,66,66,75,73,72,73,350,CDM,Normal,False,False
Gabriel Arias,101085,1014,55,,76,76,72,72,76,45,75,1100,GK,Normal,False,False
Santiago Ascacíbar,101083,1003,52,,76,70,70,71,75,73,71,800,CM,Normal,False,False
Taiwo Awoniyi,14,13,133,,76,75,76,60,69,32,79,350,ST,Normal,False,False
Hernani Azevedo Júnior,50,31,54,,76,60,70,71,72,73,75,350,CDM,Normal,False,False
Carlos Bacca,101101,1003,56,,76,61,79,64,75,32,62,800,ST,Normal,False,False
Eric Bailly,483,53,108,,76,68,42,59,66,76,71,350,CB,Normal,False,False
Taison Barcellos Freda,393,63,54,,76,82,75,73,81,44,65,350,CAM,Normal,False,False
Enis Bardhi,436,68,19,,76,71,77,77,78,58,53,350,CAM,Normal,False,False
Leandro Barreiro Martins,234,308,31,,76,72,63,69,79,73,64,350,CM,Normal,False,False
Pablo Barrios Rivas,240,53,45,,76,76,68,72,75,69,63,350,CM,Normal,False,False
Diana Bartovičová,266,2230,43,,76,57,41,54,58,78,72,350,CB,Normal,False,False
Federico Baschirotto,347,31,27,,76,70,53,60,57,75,86,600,CB,Normal,False,False
Calvin Bassey,144,13,133,,76,82,44,62,67,74,86,600,CB,Normal,False,False
Augusto Batalla,480,53,52,,76,77,73,74,78,43,74,350,GK,Normal,False,False
Mourad Batna,112390,350,129,,76,72,74,74,77,36,79,350,RM,Normal,False,False
Martin Baturina,211,317,10,,76,76,70,77,81,59,67,350,CAM,Normal,False,False
Altay Bayındır,11,13,48,,76,78,73,72,79,30,76,350,GK,Normal,False,False
Jen Beattie,131477,2221,42,,76,44,41,55,54,77,78,400,CB,Normal,False,False
Ihlas Bebou,10029,19,144,,76,85,74,68,78,34,65,350,ST,Normal,False,False
Sheraldo Becker,457,53,92,,76,93,74,70,78,35,69,600,ST,Normal,False,False
Raoul Bellanova,115845,31,27,,76,86,32,65,73,69,72,350,RB,Normal,False,False
Héctor Bellerín Moruno,449,53,45,,76,80,51,69,76,72,64,350,RB,Normal,False,False
Fiamma Benítez Ianuzzi,240,2222,45,,76,77,69,73,79,58,72,350,CAM,Normal,False,False
Giovanni Fabbian,189,31,27,,75,67,72,72,75,68,63,350,CM,Normal,False,False
Frank Fabra,1877,1014,56,,75,80,68,74,78,68,76,600,LB,Normal,False,False
Marco Davide Faraoni,206,31,27,,75,73,72,74,74,69,70,350,RM,Normal,False,False
Hélène Fercocq,62,2218,18,,75,53,47,65,64,77,76,350,CB,Normal,False,False
Bernardo Fernandes,160,19,54,,75,71,53,64,68,75,75,350,LB,Normal,False,False
Charlotte Fernandes,116036,2218,18,,75,60,53,68,68,73,67,350,RB,Normal,False,False
Guillermo Fernández,1877,1014,52,,75,67,67,73,76,65,66,1600,CM,Normal,False,False
Jesus Ferreira,695,39,95,,75,84,73,71,76,45,67,350,ST,Normal,False,False
Aïrine Fontaine,116036,2218,18,,75,73,71,70,77,41,61,350,LM,Normal,False,False
Marco Friedl,38,19,4,,75,71,42,61,67,76,75,350,CB,Normal,False,False
Vanessa Fudalla,112172,2215,21,,75,80,77,64,73,54,68,350,ST,Normal,False,False
Angelo Fulgini,64,16,18,,75,71,69,75,78,67,71,450,CAM,Normal,False,False
Mijat Gaćinović,278,63,51,,75,78,67,72,78,63,67,350,LM,Normal,False,False
James Garner,7,13,14,,75,66,65,77,71,71,71,350,CM,Normal,False,False
Patricia Gavira Collado,116332,2222,45,,75,73,53,65,68,75,78,600,CB,Normal,False,False
Dániel Gazdag,112134,39,23,,75,77,73,68,76,54,72,350,CAM,Normal,False,False
Yann Gboho,1809,16,18,,75,76,68,70,79,36,58,350,CAM,Normal,False,False
Ben Godfrey,115845,31,14,,75,81,44,61,61,74,76,600,CB,Normal,False,False
Léna Goetsch,116039,2218,18,,75,76,46,65,65,73,71,350,RB,Normal,False,False
Víctor Gómez Perea,1896,308,45,,75,80,51,74,75,69,71,350,RB,Normal,False,False
Leandro González Pirez,1876,1003,52,,75,68,54,62,67,74,81,350,CB,Normal,False,False
Kamil Grabara,175,19,37,,75,76,75,72,76,42,75,350,GK,Normal,False,False
Jacob Greaves,94,13,14,,75,69,40,63,65,75,79,350,CB,Normal,False,False
Albert Grønbæk,74,16,13,,75,77,68,72,77,62,72,2000,CAM,Normal,False,False
Marko Grujić,236,308,51,,75,59,71,71,75,74,82,350,CM,Normal,False,False
Marco Grüll,38,19,4,,75,93,73,67,74,36,72,600,LM,Normal,False,False
Cristian Guanca,111674,350,52,,75,72,78,72,75,40,71,350,CAM,Normal,False,False
Javier Guerra Moreno,461,53,45,,75,74,70,72,75,72,72,350,CM,Normal,False,False
Ander Guevara Lajo,463,53,45,,75,43,63,72,71,72,69,350,CM,Normal,False,False
Pape Gueye,483,53,136,,75,58,60,70,71,74,76,350,CM,Normal,False,False
Cecilia Marcos Nabal,457,2222,45,,75,71,72,73,78,43,54,350,LW,Normal,False,False
Pablo Marí Villar,111811,31,45,,75,55,40,49,53,77,72,350,CB,Normal,False,False
Răzvan Marin,1842,31,39,,75,64,74,76,75,67,71,350,CM,Normal,False,False
Eric Martel,31,20,21,,75,63,51,62,71,76,81,350,CDM,Normal,False,False
Lara Marti,112172,2215,47,,75,72,49,62,65,74,69,350,LB,Normal,False,False
Gonzalo Martínez,1876,1003,52,,75,75,73,72,81,35,55,350,RM,Normal,False,False
Josep Martínez Riera,131682,31,45,,75,75,71,67,74,26,76,350,GK,Normal,False,False
Omar Mascarell González,453,53,45,,75,53,64,71,74,72,71,350,CM,Normal,False,False
Georgios Masouras,280,63,22,,75,75,75,73,73,53,70,1300,RM,Normal,False,False
Philipp Max,1884,63,21,,75,73,65,74,74,70,72,350,LB,Normal,False,False
Alexandru Maxim,110776,68,39,,75,69,74,77,78,34,60,350,CAM,Normal,False,False
Tara McKeown,116304,2221,95,,75,69,66,72,69,76,75,350,CB,Normal,False,False
Brandon Mechele,231,4,7,,75,51,39,51,53,79,77,350,CB,Normal,False,False
Cristian Medina,1877,1014,52,,75,75,64,72,79,69,69,950,CM,Normal,False,False
Nampalys Mendy,64,16,136,,75,56,54,70,74,74,67,400,CDM,Normal,False,False
Junior Messias,110556,31,54,,75,79,72,72,78,49,56,350,RM,Normal,False,False
Alexander Meyer,22,19,21,,75,72,71,77,76,41,74,350,GK,Normal,False,False
Cassie Miller,116310,2221,95,,75,77,70,75,77,41,76,350,GK,Normal,False,False
Lauren Milliet,116308,2221,95,,75,74,58,72,76,71,51,350,RB,Normal,False,False
James Milner,1808,13,14,,75,50,70,78,74,74,73,350,CM,Normal,False,False
Óscar Mingueza García,450,53,45,,75,79,35,65,64,72,75,350,RB,Normal,False,False
Narumi Miura,116303,2221,163,,75,62,70,76,75,72,65,1300,CDM,Normal,False,False
Hinata Miyazawa,11,2216,163,,75,67,63,74,73,44,61,350,LM,Normal,False,False
Mostafa Mohamed,71,16,111,,75,72,76,58,69,37,79,350,ST,Normal,False,False
Paige Monaghan,131478,2221,95,,75,71,71,73,76,47,70,350,LW,Normal,False,False
Gift Monday,116332,2222,133,,75,87,69,69,76,66,76,600,LW,Normal,False,False
Nikola Moro,189,31,10,,75,67,73,75,74,70,75,350,CDM,Normal,False,False
Linda Motlhalo,116308,2221,140,,75,76,66,74,76,69,64,350,CM,Normal,False,False
Yasmin Mrabet,461,2222,129,,75,71,62,67,72,72,75,350,CM,Normal,False,False
Kevin Müller,111235,19,21,,75,73,71,69,78,48,74,350,GK,Normal,False,False
Matteo Brunori,1843,32,27,,74,79,73,63,75,42,74,350,ST,Normal,False,False
Pavel Bucha,113149,39,12,,74,71,68,74,75,69,71,350,CDM,Normal,False,False
Tajon Buchanan,131682,31,70,,74,92,65,66,74,67,73,1100,RM,Normal,False,False
Adam Buksa,1516,1,37,,74,63,74,57,68,32,77,350,ST,Normal,False,False
Wouter Burger,1806,14,34,,74,75,63,69,68,69,80,350,CDM,Normal,False,False
Juan David Cabal,45,31,56,,74,71,38,68,65,74,73,350,LB,Normal,False,False
Leandro Cabrera,452,53,60,,74,54,45,57,53,74,79,350,CB,Normal,False,False
Anthony Caci,169,19,18,,74,69,54,70,70,72,74,350,LB,Normal,False,False
Nicolò Cambiaghi,189,31,27,,74,77,72,65,77,38,68,350,LW,Normal,False,False
Laurie Cance,1738,2218,18,,74,75,69,74,74,56,74,350,CM,Normal,False,False
Elia Caprile,48,31,27,,74,72,72,72,77,48,74,350,GK,Normal,False,False
Cindy Caputo,116044,2218,18,,74,76,74,70,76,45,67,350,LM,Normal,False,False
Daniel Cárdenas Líndez,480,53,45,,74,74,71,73,77,44,68,400,GK,Normal,False,False
José Antonio Caro Díaz,1968,54,45,,74,74,70,69,75,38,76,350,GK,Normal,False,False
Ramiro Carrera,110395,1014,52,,74,79,71,73,73,64,76,1200,CM,Normal,False,False
Leonardo Carrilho Baptistão,1861,54,54,,74,76,73,69,74,33,69,350,RM,Normal,False,False
Fábio Leandro Carvalho,1925,13,38,,74,77,68,68,77,45,51,350,CAM,Normal,False,False
Vitor Carvalho Vieira,1896,308,54,,74,75,62,64,71,72,75,350,CDM,Normal,False,False
Milton Casco,1876,1003,52,,74,75,68,74,78,67,76,900,LB,Normal,False,False
Daniele Casiraghi,112494,32,27,,74,76,70,72,73,50,73,350,LM,Normal,False,False
Leonardo Castro,101105,1003,56,,74,80,76,62,71,32,64,950,ST,Normal,False,False
Jonathan Castro Otto,393,63,45,,74,68,54,69,74,74,66,350,RB,Normal,False,False
Matías Catalán,112670,1003,55,,74,82,58,66,65,74,78,1000,CB,Normal,False,False
Daniel Cataño,101105,1003,56,,74,69,69,70,73,46,59,1100,CAM,Normal,False,False
Václav Černý,86,50,12,,74,83,70,66,76,38,64,350,RM,Normal,False,False
Enrique García Martínez,463,53,45,,74,52,75,64,72,44,72,350,ST,Normal,False,False
Débora García Mateo,481,2222,45,,74,72,57,71,70,71,61,350,RB,Normal,False,False
Violeta García Quiles,457,2222,45,,74,82,68,68,77,61,64,350,LM,Normal,False,False
Ryan Gareis,116306,2221,95,,74,69,68,72,73,48,71,350,LM,Normal,False,False
Johan Gastien,1815,17,18,,74,42,63,66,69,71,74,350,CDM,Normal,False,False
Romée Leuchter,73,2218,34,,74,74,74,58,74,27,69,350,ST,Normal,False,False
Jamie Leweling,36,19,21,,74,85,69,64,76,42,73,350,RM,Normal,False,False
Karol Linetty,54,31,37,,74,56,63,71,74,72,66,350,CM,Normal,False,False
Jesse Lingard,982,83,14,,74,73,71,72,77,58,61,4000,CAM,Normal,False,False
Dejan Ljubičić,31,20,4,,74,73,69,70,73,70,78,350,CM,Normal,False,False
Andrés Llinás,101105,1003,56,,74,64,29,50,55,75,75,1000,CB,Normal,False,False
María Llompart Pons,131125,2222,45,,74,78,71,72,77,67,74,350,CM,Normal,False,False
Gautier Lloris,1738,16,18,,74,40,36,54,56,74,77,350,CB,Normal,False,False
Gastón Lódico,110953,353,52,,74,80,58,72,79,56,58,350,LM,Normal,False,False
Yury Lodygin,1884,63,40,,74,76,70,73,78,45,71,350,GK,Normal,False,False
Carlos Eduardo Lopes Cruz,110468,319,54,,74,75,67,73,76,67,62,350,LM,Normal,False,False
Unai López Cabrera,480,53,45,,74,70,70,77,76,67,68,350,CDM,Normal,False,False
Hernán López Muñoz,111928,39,52,,74,87,67,67,80,36,59,350,CAM,Normal,False,False
Anthony Losilla,160,19,18,,74,42,59,66,71,72,74,450,CDM,Normal,False,False
Joanne Love,131363,2233,42,,74,66,68,69,73,70,63,350,CM,Normal,False,False
John Lundstram,436,68,14,,74,65,72,71,70,69,77,350,CDM,Normal,False,False
Kevin Mac Allister,2014,4,52,,74,75,55,60,72,74,79,350,CB,Normal,False,False
Koki Machida,2014,4,163,,74,78,42,59,52,73,80,350,CB,Normal,False,False
Giulio Maggiore,110373,32,27,,74,69,61,69,70,72,71,350,CM,Normal,False,False
Hörður Magnússon,1884,63,24,,74,69,50,68,60,75,75,350,CB,Normal,False,False
Sofia Manner,116307,2221,17,,74,74,73,71,73,34,74,350,GK,Normal,False,False
Ryan Manning,17,13,25,,74,69,60,72,73,68,71,350,LB,Normal,False,False
Héloïse Mansuy,1738,2218,18,,74,69,38,61,65,75,74,350,CB,Normal,False,False
Tomás Marchiori,101088,353,52,,74,74,73,71,74,40,74,350,GK,Normal,False,False
Iván Marcone,110093,353,52,,74,40,62,71,68,72,77,350,CDM,Normal,False,False
Nealy Martin,116310,2221,95,,74,62,49,68,66,76,58,350,CDM,Normal,False,False
Ascensión Martínez Salinas,461,2222,45,,74,84,72,72,75,41,79,350,RW,Normal,False,False
Pep Biel Mas Jaume,114640,39,45,,74,70,72,72,77,48,59,350,CAM,Normal,False,False
Tegan McGrady,116039,2218,95,,74,69,48,67,67,73,61,350,LB,Normal,False,False
Liam Scales,78,50,25,,73,70,56,63,63,71,79,200,CB,Normal,False,False
Jeffrey Schlupp,1799,13,117,,73,75,71,68,74,70,69,850,LW,Normal,False,False
Jan Schöppner,111235,19,21,,73,60,57,63,62,75,79,350,CDM,Normal,False,False
Simone Scuffet,1842,31,27,,73,73,71,65,76,50,72,350,GK,Normal,False,False
Zito André Sebastião Luvumbo,1842,31,98,,73,87,70,66,78,46,66,350,ST,Normal,False,False
Aleksandar Sedlar,463,53,51,,73,43,43,51,51,74,77,200,CB,Normal,False,False
Jasmin Sehan,38,2215,21,,73,70,71,68,72,49,66,300,ST,Normal,False,False
Davie Selke,28,20,21,,73,77,72,54,67,37,77,1000,ST,Normal,False,False
Luigi Sepe,110373,32,27,,73,72,71,70,76,44,70,350,GK,Normal,False,False
Leonardo Sernicola,111434,32,27,,73,70,58,70,71,68,71,1100,RB,Normal,False,False
Xherdan Shaqiri,896,189,47,,73,67,74,76,76,40,62,350,CAM,Normal,False,False
Jaedyn Shaw,116312,2221,95,,73,81,70,71,71,44,64,550,RM,Normal,False,False
Jordan Siebatcheu,1831,19,95,,73,55,72,61,71,39,76,250,ST,Normal,False,False
Marie-Morgane Sieber,62,2218,18,,73,73,69,68,75,43,73,350,GK,Normal,False,False
Caroline Siems,38,2215,21,,73,79,67,71,74,71,63,350,LB,Normal,False,False
Kiliann Sildillia,25,19,18,,73,68,30,61,68,74,71,350,RB,Normal,False,False
Mário Ricardo Silva Velho,489,308,38,,73,74,71,66,75,21,73,350,GK,Normal,False,False
Santiago Simón,1876,1003,52,,73,75,62,70,74,65,72,500,RM,Normal,False,False
Manolis Siopis,1961,14,22,,73,73,45,64,70,71,73,350,CDM,Normal,False,False
Moussa Sissoko,1795,14,18,,73,56,62,72,72,70,78,350,CM,Normal,False,False
Teninsoun Sissoko,111817,2218,18,,73,64,46,63,61,75,71,350,CB,Normal,False,False
Tim Skarke,1831,19,21,,73,85,74,63,75,47,68,350,ST,Normal,False,False
Will Smallbone,17,13,25,,73,63,64,68,75,67,66,350,CM,Normal,False,False
Eric Smith,110329,19,46,,73,65,57,66,66,72,78,350,CB,Normal,False,False
Adam Smith,1943,13,14,,73,65,59,70,70,72,70,550,RB,Normal,False,False
Ola Solbakken,1746,31,36,,73,81,69,66,73,37,69,350,RM,Normal,False,False
Thibo Somers,1750,4,7,Long+Throw,73,80,69,65,71,55,78,350,RM,Normal,False,False
Oliver Sørensen,1516,1,13,,73,73,67,68,71,69,80,350,CM,Normal,False,False
Santiago Sosa,101085,1014,52,,73,57,57,63,67,72,78,500,CB,Normal,False,False
Marcos Vinícius Sousa Natividade,100135,2210,54,,73,85,68,66,74,26,56,250,LW,Normal,False,False
Yeremay Hernández Cubas,242,54,45,,73,77,64,69,75,22,48,450,LW,Normal,False,False
Wesley Hoedt,111674,350,34,,73,56,46,69,60,74,75,350,CB,Normal,False,False
Philipp Hofmann,160,19,21,,73,51,72,55,65,37,80,200,ST,Normal,False,False
Casper Højer,101037,68,13,,73,74,69,75,70,67,73,350,LB,Normal,False,False
Rob Holding,1799,13,14,,73,47,34,58,63,75,69,850,CB,Normal,False,False
Lucas Höler,25,19,21,,73,69,73,54,63,51,79,350,ST,Normal,False,False
Tomi Horvat,209,80,44,,73,75,70,71,76,53,68,350,CAM,Normal,False,False
Trai Hume,106,14,35,,73,81,37,61,67,70,79,350,RB,Normal,False,False
Marcus Ingvartsen,1788,1,13,,73,62,77,67,73,38,72,850,ST,Normal,False,False
Cedric Itten,900,189,47,,73,69,73,62,67,36,80,350,ST,Normal,False,False
Pontus Jansson,320,56,46,,73,49,45,51,59,73,81,350,CB,Normal,False,False
Ardon Jashari,231,4,47,,73,68,64,71,72,68,80,350,CDM,Normal,False,False
Rafael Jiménez Jarque,1968,54,45,,73,43,53,67,57,70,87,350,CB,Normal,False,False
Ben Johnson,94,13,14,,73,72,40,63,68,73,71,1600,RB,Normal,False,False
Paul Joly,57,16,18,,73,66,34,60,58,73,72,350,RB,Normal,False,False
Dejan Joveljić,697,39,51,,73,74,72,61,70,32,73,200,ST,Normal,False,False
Christopher Jullien,70,16,18,,73,54,50,62,56,72,77,350,CB,Normal,False,False
Anthony Jung,38,19,21,,73,63,62,65,66,74,74,350,CB,Normal,False,False
Matěj Jurásek,266,319,12,,73,81,71,67,74,54,70,400,RW,Normal,False,False
David Jurásek,10029,19,12,,73,82,61,68,72,67,75,350,LB,Normal,False,False
Julian Justvan,171,20,21,,73,83,60,71,75,53,53,350,RM,Normal,False,False
Hassane Kamara,55,31,108,,73,82,59,67,73,67,74,350,LB,Normal,False,False
Jakub Kamiński,175,19,37,,73,82,64,66,77,48,58,350,LM,Normal,False,False
Uchenna Kanu,116308,2221,133,,73,74,70,69,74,42,67,350,LM,Normal,False,False
Kenan Karaman,34,20,48,,73,76,71,67,74,28,72,350,CAM,Normal,False,False
Isa Kardinaal,245,2229,34,,73,67,50,49,58,73,71,350,CB,Normal,False,False
Sarah Kassi,116036,2218,129,,73,40,57,66,69,69,68,200,CDM,Normal,False,False
Grigoris Kastanos,206,31,11,,73,76,70,72,75,55,65,350,CAM,Normal,False,False
Joris Kayembe,673,4,110,,73,79,60,68,73,66,73,200,LB,Normal,False,False
Ilan Kebbal,111817,17,97,,73,77,66,71,78,24,53,350,CAM,Normal,False,False
Daniel Bentley,110,13,14,,72,73,67,69,73,46,72,250,GK,Normal,False,False
Bartosz Bereszyński,1837,32,37,,72,76,56,64,69,67,72,200,RB,Normal,False,False
Emma Berglund,131362,2232,46,,72,64,30,56,62,73,73,350,CB,Normal,False,False
Paul Bernardoni,1704,189,18,,72,73,70,69,71,29,72,200,GK,Normal,False,False
Matúš Bero,160,19,43,,72,70,71,69,71,70,81,350,CM,Normal,False,False
Benjamín Berríos,112584,1014,55,,72,71,58,67,73,68,72,550,CM,Normal,False,False
Andrea Bertolacci,111434,32,27,,72,55,69,73,73,71,64,350,CM,Normal,False,False
Pietro Beruatto,110738,32,27,,72,78,51,60,65,68,69,800,LB,Normal,False,False
Ermin Bičakčić,110500,20,8,,72,54,37,49,47,71,76,200,CB,Normal,False,False
Krystian Bielik,88,60,37,,72,55,46,63,66,71,79,350,CDM,Normal,False,False
Luca-Emily Birkholz,116005,2215,21,,72,72,72,63,70,53,67,200,ST,Normal,False,False
Sebastián Blanco,1013,1003,52,,72,65,70,72,72,32,58,650,CAM,Normal,False,False
Alexis Blin,1843,32,18,,72,31,54,63,65,69,77,200,CDM,Normal,False,False
Joe Rothwell,8,14,14,,72,75,65,72,74,62,68,350,CM,Normal,False,False
Albion Rrahmani,267,319,219,,72,72,73,56,68,28,70,350,ST,Normal,False,False
Diego Rubio,114161,39,55,,72,68,72,65,71,48,71,200,ST,Normal,False,False
Johnny Russell,696,39,42,,72,75,72,70,74,50,78,350,RW,Normal,False,False
Matěj Ryneš,267,319,12,,72,77,66,71,71,66,75,350,LB,Normal,False,False
Falaye Sacko,70,16,126,,72,87,45,62,71,66,72,350,RB,Normal,False,False
Mujaid Sadick Aliu,673,4,45,,72,63,26,57,55,72,77,200,CB,Normal,False,False
Bartosz Salamon,873,66,37,,72,46,47,58,54,72,80,200,CB,Normal,False,False
Maximiliano Salas,101085,1014,52,,72,72,74,67,73,27,66,850,ST,Normal,False,False
Alan Saldivia,110980,1003,60,,72,73,25,47,57,71,79,1000,CB,Normal,False,False
Manolis Saliakas,110329,19,22,,72,69,57,66,69,67,68,250,RB,Normal,False,False
Dániel Sallói,696,39,23,,72,75,72,69,72,35,70,350,LW,Normal,False,False
Mbwana Ally Samatta,393,63,143,,72,75,71,63,69,37,73,200,ST,Normal,False,False
Matisse Samoise,674,4,7,,72,76,63,69,70,64,72,200,RM,Normal,False,False
Mario Sampirisi,110740,32,27,,72,68,41,61,61,71,78,350,CB,Normal,False,False
Juan Luis Sánchez Velasco,481,53,45,,72,65,59,63,73,69,62,200,RB,Normal,False,False
Philipp Sander,23,19,21,,72,73,58,71,73,65,67,200,CM,Normal,False,False
Daniel Peretz,21,19,26,,72,74,74,69,73,35,63,350,GK,Normal,False,False
Sebastián Pérez,1898,308,56,,72,67,62,62,68,67,73,200,CDM,Normal,False,False
Marco Pérez,101101,1003,56,,72,78,75,61,64,31,75,950,ST,Normal,False,False
Laura Pérez Martín,110832,2222,45,,72,74,66,70,71,54,65,200,RM,Normal,False,False
Baldomero Perlaza,101103,1014,56,,72,57,54,60,61,73,84,1000,CDM,Normal,False,False
Gaëtan Perrin,57,16,18,,72,80,68,67,74,37,64,300,LM,Normal,False,False
Jakub Pešek,267,319,12,,72,86,66,68,73,28,46,350,RW,Normal,False,False
Patric Pfeiffer,900,189,21,,72,71,35,47,57,70,77,350,CB,Normal,False,False
Victoria Pickett,116303,2221,70,,72,54,67,72,74,59,50,250,CM,Normal,False,False
Hamilton Piedra,110982,1014,57,,72,73,70,72,70,42,72,1800,GK,Normal,False,False
Marvin Pieringer,111235,19,21,,72,69,70,58,68,30,78,200,ST,Normal,False,False
Ronaël Pierre-Gabriel,211,317,18,,72,74,48,61,69,72,74,350,RB,Normal,False,False
Mirko Pigliacelli,110908,32,27,,72,72,71,83,72,48,70,350,GK,Normal,False,False
Carlo Pinsoglio,45,31,27,,72,72,71,62,74,42,73,350,GK,Normal,False,False
Lucas Pires Silva,1796,14,54,,72,76,49,64,64,67,66,200,LB,Normal,False,False
Lukas Podolski,420,66,21,,72,49,78,73,71,36,68,350,CAM,Normal,False,False
Diego Polenta,111325,1003,60,,72,66,42,61,58,69,83,900,CB,Normal,False,False
Andy Polo,111014,1003,59,,72,89,58,67,72,59,63,900,RM,Normal,False,False
Juan Camilo Portilla,112670,1003,56,,72,69,66,66,68,66,72,650,CDM,Normal,False,False
Juan Portillo,112670,1003,52,,72,79,57,65,68,69,79,900,LB,Normal,False,False
Samuel Portugal Lima,236,308,54,,72,73,67,76,75,43,71,350,GK,Normal,False,False
Matteo Prati,1842,31,27,,72,59,65,72,71,69,68,200,CDM,Normal,False,False
Alan Pulido,696,39,83,,72,73,72,66,72,37,71,0,ST,Normal,False,False
Jorge Pulido Mayoral,110839,54,45,,72,41,43,54,53,72,81,350,CB,Normal,False,False
Facundo Quignon,111022,1014,52,,72,59,53,66,74,70,74,900,CDM,Normal,False,False
José Quintero,110986,1003,57,,72,83,59,67,69,67,73,950,RB,Normal,False,False
Nemanja Radoja,696,39,51,,72,50,61,70,70,69,73,200,CM,Normal,False,False
Ionuț Andrei Radu,131682,31,39,,72,76,68,70,76,40,70,350,GK,Normal,False,False
Gastón Ramírez,101110,1003,60,,72,61,70,74,74,43,61,1700,CAM,Normal,False,False
Filippo Ranocchia,1843,32,27,,72,74,69,73,74,62,74,350,CM,Normal,False,False
Rebecca Knaak,131362,2232,21,,72,65,65,74,71,67,63,350,CM,Normal,False,False
Kenan Kodro,110776,68,8,,72,54,72,62,67,40,71,200,ST,Normal,False,False
Mats Köhlert,1913,10,21,,72,79,63,72,72,63,68,350,LB,Normal,False,False
Ondřej Kolář,266,319,12,,72,71,69,76,74,44,72,200,GK,Normal,False,False
Ismaël Koné,219,16,70,,72,78,63,68,71,64,69,1100,CM,Normal,False,False
Jan Kopic,110468,319,12,,72,76,69,68,72,36,59,200,RM,Normal,False,False
Dominika Kopińska,116036,2218,37,,72,70,72,59,70,31,69,200,ST,Normal,False,False
Giannis Kotsiras,1884,63,22,,72,77,52,67,70,68,72,250,RB,Normal,False,False
Jean Evrard Kouassi,112163,2012,108,,72,90,69,59,77,31,70,350,LM,Normal,False,False
Cornelia Kramer,32,2215,13,,72,73,72,53,70,47,67,200,ST,Normal,False,False
Damir Kreilach,101112,39,10,,72,42,72,70,72,64,80,350,ST,Normal,False,False
Filip Krovinović,263,317,10,,72,65,67,74,72,60,60,350,CAM,Normal,False,False
Kathrine Kühl,1,2216,13,,72,66,55,66,73,63,66,950,CM,Normal,False,False
Camilla Küver,175,2215,21,,72,68,52,66,61,72,67,350,RB,Normal,False,False
Luca Langoni,691,39,52,,72,90,67,62,73,34,67,350,RM,Normal,False,False
Sam Larsson,741,68,46,,72,79,69,71,73,38,59,200,LM,Normal,False,False
Tobias Lauritsen,100646,10,36,,72,60,70,53,62,42,77,200,ST,Normal,False,False
Dimitri Lavalée,209,80,7,,72,64,29,61,64,71,72,200,CB,Normal,False,False
Tobias Lawal,252,80,4,,72,77,68,64,74,30,70,350,GK,Normal,False,False
Tom Lawrence,86,50,50,,72,73,73,71,73,43,70,350,CAM,Normal,False,False
Amor Layouni,711,56,145,,72,92,71,64,70,41,77,350,RW,Normal,False,False
Anaële Le Moguédec,379,2218,18,,72,66,62,67,71,62,67,200,CM,Normal,False,False
Anna Leat,2,2216,198,,72,74,74,66,70,43,69,350,GK,Normal,False,False
Seung Woo Lee,1477,83,167,,72,82,70,66,74,41,63,350,CAM,Normal,False,False
Maxim Leitsch,169,19,21,,72,76,37,57,58,74,67,350,CB,Normal,False,False
Darragh Lenihan,12,14,25,,72,65,46,58,59,72,76,200,CB,Normal,False,False
Alan Lescano,111019,1014,52,,72,65,70,72,73,62,69,550,CM,Normal,False,False
Simona Botero,452,2222,56,,72,72,39,54,51,71,73,350,CB,Normal,False,False
Millene Cabral,242,2222,45,,72,75,70,70,77,31,71,350,ST,Normal,False,False
Amira Ould Braham,71,2218,97,,72,64,57,69,70,39,54,200,LM,Normal,False,False
Benno Schmitz,322,189,21,,71,60,50,69,69,71,72,300,RB,Normal,False,False
David Schnegg,688,39,4,,71,75,56,64,68,68,77,200,LB,Normal,False,False
Viktoria Schwalm,116000,2215,21,,71,67,70,60,68,46,60,200,ST,Normal,False,False
Matthias Seidl,254,80,4,,71,67,70,69,71,36,62,200,CAM,Normal,False,False
