name,club,league,nation,playstyle,global_score,stats_pace,stats_shooting,stats_passing,stats_dribbling,stats_defending,stats_physicality,price,position,player_type,is_icon,is_hero
Juan Román Riquelme,112658,2118,52,Trickster,90,82,86,92,92,35,68,32500,CAM,Thunderstruck Icon,True,False
Nicolò Barella,131682,31,27,Pinged+Pass,90,84,81,86,90,83,85,264850,CM,Thunderstruck,False,False
Ewa Pajor,241,2222,37,Rapid,90,91,92,67,92,25,75,129200,ST,Thunderstruck,False,False
Marcel Desailly,112658,2118,18,Block,90,84,53,68,69,90,90,632550,CB,Thunderstruck Icon S,True,False
Patricia Guijarro Gutiérrez,241,2222,45,Long+Ball+Pass,90,82,84,85,90,87,81,169950,CM,Liga F POTM SBC,False,False
Philipp Lahm,112658,2118,21,Intercept,89,84,68,83,83,86,70,72500,RB,Icon,True,False
Ricardo Izecson dos Santos Leite,112658,2118,54,Rapid,89,89,84,86,90,43,71,94000,CAM,Icon,True,False
Luís Carlos Almeida da Cunha,718,308,38,Trickster,90,87,87,88,90,50,85,186850,LM,End of an Era SBC,False,False
Sócrates Vieira de Oliveira,112658,2118,54,Incisive+Pass,89,82,88,89,88,43,82,72000,CAM,Icon,True,False
Declan Rice,1,13,14,Intercept,90,82,75,85,84,88,90,85000,CDM,Winter Wildcards,False,False
Vincent Kompany,114605,13,7,Anticipate,90,82,63,77,75,92,90,149000,CB,Winter Wildcard Hero,False,True
Carlos Tévez,114605,13,52,Relentless,90,88,91,82,87,47,90,71000,ST,Winter Wildcard Hero,False,True
Jadon Sancho,5,13,14,Trickster,90,90,84,86,93,40,65,0,LM,Objectives,False,False
Carles Puyol Saforcada,112658,2118,45,Block,89,72,46,66,59,91,88,71000,CB,Icon,True,False
María Pilar León Cebrián,241,2222,45,Intercept,89,75,73,83,76,90,82,23000,CB,Normal,False,False
Rodríguez,480,53,56,Power+Shot,90,86,90,89,86,65,77,54000,CAM,NumeroFUT,False,False
Jill Roord,10,2216,34,Incisive+Pass,90,83,88,90,90,60,84,35500,CAM,NumeroFUT,False,False
Lewis Dunk,1808,13,14,Block,90,83,63,78,81,90,91,59000,CB,NumeroFUT,False,False
Leon Goretzka,21,19,21,Power+Shot,90,83,85,87,89,85,92,113000,CM,NumeroFUT,False,False
Kevin Trapp,1824,19,21,Footwork,90,90,88,86,91,54,89,60500,GK,NumeroFUT,False,False
Alejandro Balde Martínez,241,53,45,Anticipate,90,96,57,84,85,88,82,1200000,LB,NumeroFUT,False,False
Cuadrado,115845,31,56,Rapid,90,93,83,87,92,82,81,130000,RM,NumeroFUT,False,False
Jordan Pickford,7,13,14,Long+Ball+Pass,90,90,84,92,90,58,86,56000,GK,NumeroFUT,False,False
Alejandro Remiro Gargallo,457,53,45,Far+Throw,90,90,86,89,90,50,89,42750,GK,NumeroFUT,False,False
Christiane Endler,66,2218,55,Rush+Out,90,90,84,86,92,46,90,41500,GK,NumeroFUT,False,False
Ouleymata Sarr,116304,2221,18,Quick+Step,90,96,87,84,90,52,81,86000,LM,NumeroFUT,False,False
Georges Mikautadze,66,16,20,First+Touch,90,90,91,84,92,53,84,0,ST,TOTY Honourable Ment,False,False
Naomi Girma,116312,2221,95,Bruiser,90,82,60,75,81,91,87,0,CB,TOTY Honourable Ment,False,False
João Pedro Cavaco Cancelo,605,350,38,Intercept,90,90,80,90,90,87,80,158050,LB,Flashback SBC,False,False
Ademola Lookman,115845,31,133,Power+Shot,90,90,88,81,90,39,76,0,ST,TOTY Honourable Ment,False,False
Bruno Guimarães Moura,13,13,54,Long+Ball+Pass,90,88,83,90,91,84,88,0,CDM,Objectives,False,False
Marta Vieira da Silva,116307,2221,54,Trickster,90,85,88,90,92,70,82,36050,CAM,TOTY Honourable Ment,False,False
Xabier Alonso Olano,112658,2118,45,Long+Ball+Pass,90,85,82,92,84,87,83,97000,CDM,Future Stars Icon,True,False
Kenan Yildiz,45,31,48,Rapid,90,93,86,87,90,50,80,0,LW,Future Stars,False,False
Lucas Lopes Beraldo,73,16,54,Slide+Tackle,90,84,47,75,82,92,90,141000,CB,Future Stars,False,False
Robin van Persie,112658,2118,34,First+Touch,90,88,93,86,90,50,75,562750,ST,Future Stars Icon SB,True,False
Morgan Rogers,2,13,14,Technical,90,91,88,90,92,70,90,0,LM,Future Stars,False,False
Mary Fowler,10,2216,195,Tiki+Taka,90,90,88,84,90,60,80,34500,ST,Future Stars,False,False
Pau Cubarsí Paredes,241,53,45,Anticipate,90,88,41,83,88,91,83,465000,CB,Future Stars,False,False
Alessandro Nesta,112658,2118,27,Slide+Tackle,89,76,44,63,68,92,84,71500,CB,Icon,True,False
Frank Lampard,112658,2118,14,Incisive+Pass,90,88,91,90,91,86,88,172000,CM,Future Stars Icon,True,False
Fernando José Torres Sanz,112658,2118,45,Rapid,90,91,90,77,87,44,80,531900,ST,Future Stars Icon SB,True,False
Patrick Kluivert,112658,2118,34,Trivela,90,90,90,81,86,41,88,280650,ST,Future Stars Icon,True,False
N'Golo Kanté,607,350,18,Anticipate,90,86,70,82,87,90,85,651150,CDM,Grassroot Greats SBC,False,False
Pascal Groß,22,19,21,Intercept,90,86,86,99,88,88,85,60000,CDM,Grassroot Greats,False,False
Ollie Watkins,2,13,14,,89,89,89,79,85,54,87,23500,ST,Champions League,False,False
Roy Keane,112658,2118,25,Pinged+Pass,90,85,73,89,85,90,91,34750,CM,GrassrootGreatsIcon,True,False
Abedi Ayew,114605,16,117,Rapid,89,91,83,87,91,48,66,26000,CAM,Base Hero,False,True
Diogo José Teixeira da Silva,9,13,38,First+Touch,90,90,88,85,90,65,86,425150,ST,Flashback SBC,False,False
Ferland Mendy,243,53,18,Block,90,93,70,82,82,87,90,589250,LB,Grassroot Greats,False,False
Paul Mullin,1947,60,14,Acrobatic,90,90,90,84,88,52,90,54500,ST,Grassroot Greats,False,False
Ridle Baku,112172,19,21,Bruiser,90,94,76,82,87,89,84,71500,RB,Fantasy FC,False,False
Philip Billing,48,31,13,Bruiser,90,87,88,90,88,85,90,36500,CM,Fantasy FC,False,False
Viktor Tsygankov,110062,53,49,Trivela,90,91,88,86,90,55,80,30500,RM,Fantasy FC,False,False
Alexsandro de Souza Ribeiro,65,16,54,Anticipate,90,83,39,73,79,91,91,30500,CB,Fantasy FC,False,False
Nwankwo Kanu,114605,13,133,Press+Proven,90,90,90,85,91,44,80,33500,ST,Fantasy FC Hero,False,True
Emiliano Buendía,32,19,52,Trivela,90,93,89,90,93,78,83,0,RM,Fantasy FC,False,False
Raphael Dias Belloli,241,53,54,Tiki+Taka,90,96,88,87,93,61,80,571350,RW,Objectives SBC,False,False
Nicolò Zaniolo,110374,31,27,Incisive+Pass,90,88,88,92,91,70,90,31000,RM,Fantasy FC,False,False
Francisca Ramos Nazareth Sousa,241,2222,38,Technical,90,88,89,99,91,71,87,29250,CAM,Fantasy FC,False,False
Jonathan Burkardt,169,19,21,Quick+Step,90,91,89,87,92,57,91,29000,ST,Fantasy FC,False,False
Alexis Saelemaekers,52,31,7,Whipped+Pass,90,91,89,89,91,76,87,31250,LM,Fantasy FC,False,False
Ashley Cole,112658,2118,14,Jockey,90,91,70,84,86,90,85,683150,LB,On This Day SBC,False,False
Rúben Diogo da Silva Neves,605,350,38,Long+Ball+Pass,90,85,85,90,84,88,85,30000,CDM,FUT Birthday,False,False
Nicolas Jackson,5,13,136,Relentless,90,93,88,81,89,47,87,31000,ST,FUT Birthday,False,False
Serhou Guirassy,22,19,118,Trivela,90,92,93,82,89,45,86,72050,ST,Bundes POTM SBC,False,False
Alex Scott,114605,2216,14,Intercept,90,92,80,84,84,90,85,192250,RB,FUT Birthday Hero,False,True
Paulo Jorge dos Santos Futre,114605,53,38,Trickster,90,95,84,83,95,40,62,180000,LW,FUT Birthday Hero SB,False,True
Cody Gakpo,9,13,34,Quick+Step,90,90,91,85,90,56,82,245650,ST,ShowDown SBC,False,False
Jacob Murphy,13,13,14,First+Touch,90,93,86,87,90,75,83,122650,RW,ShowDown SBC,False,False
Nick Pope,13,13,14,Footwork,90,88,89,85,90,58,89,51450,GK,Flashback SBC,False,False
Balotelli,110556,31,27,First+Touch,90,88,93,86,90,40,93,0,ST,FUT Birthday,False,False
Borges da Silva,144,13,54,Quick+Step,90,88,90,92,94,63,80,0,LM,FUT Birthday,False,False
Ethan Mbappé,65,16,18,Tiki+Taka,90,88,84,90,90,87,82,0,CM,FUT Birthday,False,False
Leandro Paredes,52,31,52,Tiki+Taka,90,87,83,93,90,89,90,32000,CM,FUT Birthday,False,False
Cascarino,116312,2221,18,Whipped+Pass,90,97,83,88,91,50,75,39000,RW,FUT Birthday,False,False
Marc-André ter Stegen,241,53,21,Footwork,89,86,85,89,91,47,86,22750,GK,Normal,False,False
Ada Hegerberg,66,2218,36,,89,74,89,77,86,39,79,22750,ST,Normal,False,False
Javier Zanetti,112658,2118,52,Relentless,89,83,60,84,81,86,78,75000,RB,Icon,True,False
Fernando Morientes Sánchez,114605,53,45,Aerial,89,84,90,77,83,45,86,24750,ST,Base Hero,False,True
Hugo Sánchez,112658,2118,83,Acrobatic,89,89,90,78,88,41,72,71000,ST,Icon,True,False
Rudi Völler,114605,19,21,Chip+Shot,89,89,90,76,86,47,85,24750,ST,Base Hero,False,True
Jean-Pierre Papin,114605,16,18,Power+Shot,89,83,93,73,83,44,76,24750,ST,Base Hero,False,True
Peter Schmeichel,112658,2118,13,Far+Throw,89,89,84,86,91,47,87,77000,GK,Icon,True,False
Jürgen Kohler,114605,19,21,Block,89,71,51,63,62,91,90,24750,CB,Base Hero,False,True
Jérémy Doku,10,13,7,Rapid,89,95,85,82,90,39,79,219000,LM,Champions League,False,False
Rayan Cherki,66,16,18,Flair,89,83,87,90,90,31,78,60500,CAM,Europa League,False,False
Claudia Pina Medina,241,2222,45,Incisive+Pass,89,88,88,88,89,50,75,31500,LW,Champions League,False,False
Julian Brandt,22,19,21,Tiki+Taka,89,84,83,89,90,54,75,26000,CAM,Champions League,False,False
Jack Grealish,10,13,14,Whipped+Pass,89,86,86,88,93,60,82,0,LW,FUT Centurions,False,False
